id,customer_id,created_by_user_id,assigned_to,file_number,docket_date,file_type,file_status,reference_dealer_id,reference_broker_id,remarks,created_at,updated_at,is_deleted,id_customer,full_name,email,mobile_1,mobile_2,address,city,state,pincode,date_of_birth,aadhar_number,pan_number,customer_type,created_by,created_at_customer,id_finance,file_id,lan_number,loan_amount,no_of_months,emi_amount,bank_id,area,fc_sc_gst_amount,gap_interest,old_loan_amount,irr_percentage,ls_amount,disbursement_amount,rto_hold_amount,total_amount,company_bank_id,id_payment_in,file_id_payment_in,payment_amount,paid_amount,remaining_amount,round_up,payment_mode,payment_date,payment_from,cheque_bank_name,branch_name,cheque_no,cheque_date,cheque_amount,utr_no,company_bank_id_payment_in,remarks_payment_in,id_payment_out,file_id_payment_out,amount,payment_mode_payment_out,payment_date_payment_out,payment_to,payee_dealer_id,payee_broker_id,bank_account_no,ifsc_code,cheque_bank_name_payment_out,branch_name_payment_out,cheque_no_payment_out,cheque_date_payment_out,cheque_amount_payment_out,utr_no_payment_out,remarks_payment_out,company_bank_id_payment_out,status,id_advances,dealer_id,broker_id,advance_date,amount_advances,payment_mode_advances,utr_cheque_number,purpose,file_id_advances,recovery_status,amount_recovered,remarks_advances,created_by_advances,created_at_advances,updated_at_advances,is_deleted_advances,deleted_at,ml_recommendation
40,4,102,205,FN-2025-00004,1701043200.0,Renewal,Sanctioned,518,608.0,Documents complete,1701093600.0,1701266400.0,0,4,Gita Joshi,gita.joshi4@autonidhimock.com,9275452091,8578100665.0,"948, Ring Road",Nagpur,Maharashtra,440001,468633600.0,631319164752,VUKBX6155F,business,107,1701007200.0,4,40,LAN526132,1500000,36,51829,1,Approved Area,15000,4197,100000,14.77,3232,1477571,0,1504197,1,11,40,51829,51829,0,0,UPI,1703635200.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN1989886,1,Clear on-time,4,40,1477571,NEFT,1701475200.0,Broker,518,608,5162369515,BANK0005956,Missing,Missing,622420.0,1673308800.0,0,UTROUT9105115,Full loan disbursement,1,pending,4,518,608.0,1702339200.0,50000,rtgs,ADV437807,Bridge financing for trade-in,40,Fully Recovered,50000,Profile performance leads to: Fully Recovered,102,1699815600.0,1727809200.0,0,0.0,High Risk / Likely Rejected
40,4,102,205,FN-2025-00004,1701043200.0,Renewal,Sanctioned,518,608.0,Documents complete,1701093600.0,1701266400.0,0,4,Gita Joshi,gita.joshi4@autonidhimock.com,9275452091,8578100665.0,"948, Ring Road",Nagpur,Maharashtra,440001,468633600.0,631319164752,VUKBX6155F,business,107,1701007200.0,4,40,LAN526132,1500000,36,51829,1,Approved Area,15000,4197,100000,14.77,3232,1477571,0,1504197,1,12,40,51829,51829,0,0,UPI,1706227200.0,Customer,Missing,Missing,539832.0,1675382400.0,0,UTRIN7237794,1,Clear on-time,4,40,1477571,NEFT,1701475200.0,Broker,518,608,5162369515,BANK0005956,Missing,Missing,622420.0,1673308800.0,0,UTROUT9105115,Full loan disbursement,1,pending,4,518,608.0,1702339200.0,50000,rtgs,ADV437807,Bridge financing for trade-in,40,Fully Recovered,50000,Profile performance leads to: Fully Recovered,102,1699815600.0,1727809200.0,0,0.0,High Risk / Likely Rejected
50,5,102,208,FN-2024-00005,1699056000.0,New Vehicle,Sanctioned,507,613.0,Documents complete,1698976800.0,1699668000.0,0,5,Priya Gupta,priya.gupta5@autonidhimock.com,9249926919,8578100665.0,"552, Station Road",Bhopal,Madhya Pradesh,462001,985219200.0,801975436930,FZNCB2796D,individual,107,1698890400.0,5,50,LAN804282,1500000,60,33548,10,Approved Area,15000,1920,100000,12.24,1043,1482037,5000,1501920,3,13,50,33548,31798,1750,0,RTGS,1701561600.0,Insurer,Axis Bank,Main Branch,946475.0,1701561600.0,31798,Missing,3,Delayed/Partial,5,50,1482037,Cheque,1699401600.0,Dealer,507,613,3467807099,BANK0004423,Missing,Missing,622420.0,1673308800.0,0,UTROUT4933890,Full loan disbursement,3,completed,5,507,613.0,1672617600.0,150000,imps,ADV650880,RTO tax clearance advance,50,Partially Recovered,58581,Profile performance leads to: Partially Recovered,102,1672700400.0,1672866000.0,0,0.0,High Risk / Likely Rejected
50,5,102,208,FN-2024-00005,1699056000.0,New Vehicle,Sanctioned,507,613.0,Documents complete,1698976800.0,1699668000.0,0,5,Priya Gupta,priya.gupta5@autonidhimock.com,9249926919,8578100665.0,"552, Station Road",Bhopal,Madhya Pradesh,462001,985219200.0,801975436930,FZNCB2796D,individual,107,1698890400.0,5,50,LAN804282,1500000,60,33548,10,Approved Area,15000,1920,100000,12.24,1043,1482037,5000,1501920,3,14,50,33548,33548,0,0,Cash,1704153600.0,Other,Missing,Missing,539832.0,1675382400.0,0,Missing,3,Clear on-time,5,50,1482037,Cheque,1699401600.0,Dealer,507,613,3467807099,BANK0004423,Missing,Missing,622420.0,1673308800.0,0,UTROUT4933890,Full loan disbursement,3,completed,5,507,613.0,1672617600.0,150000,imps,ADV650880,RTO tax clearance advance,50,Partially Recovered,58581,Profile performance leads to: Partially Recovered,102,1672700400.0,1672866000.0,0,0.0,High Risk / Likely Rejected
60,6,102,206,FN-2024-00006,1677628800.0,Renewal,Sanctioned,510,605.0,Follow up pending,1677355200.0,1677528000.0,0,6,Anil Mishra,anil.mishra6@autonidhimock.com,9739830322,8668132202.0,"995, Ring Road",Nagpur,Maharashtra,440001,174009600.0,287697975371,TIHEA5315Z,individual,109,1677268800.0,6,60,LAN928865,800000,72,16493,13,Approved Area,8000,1988,0,14.02,4906,785106,10000,801988,2,15,60,16493,16493,0,0,UPI,1679875200.0,Customer,Axis Bank,Main Branch,184799.0,1679875200.0,16493,Missing,2,Clear on-time,6,60,785106,DD,1677715200.0,Broker,510,605,7141796260,BANK0002560,Missing,Missing,622420.0,1673308800.0,0,UTROUT7005713,Full loan disbursement,2,pending,6,510,605.0,1701561600.0,50000,neft,ADV968367,Dealer commission advance,60,Fully Recovered,50000,Profile performance leads to: Fully Recovered,102,1699038000.0,1696446000.0,0,0.0,Needs Manual Review
60,6,102,206,FN-2024-00006,1677628800.0,Renewal,Sanctioned,510,605.0,Follow up pending,1677355200.0,1677528000.0,0,6,Anil Mishra,anil.mishra6@autonidhimock.com,9739830322,8668132202.0,"995, Ring Road",Nagpur,Maharashtra,440001,174009600.0,287697975371,TIHEA5315Z,individual,109,1677268800.0,6,60,LAN928865,800000,72,16493,13,Approved Area,8000,1988,0,14.02,4906,785106,10000,801988,2,16,60,16493,16493,0,0,Cash,1682467200.0,Other,Missing,Missing,539832.0,1675382400.0,0,Missing,2,Clear on-time,6,60,785106,DD,1677715200.0,Broker,510,605,7141796260,BANK0002560,Missing,Missing,622420.0,1673308800.0,0,UTROUT7005713,Full loan disbursement,2,pending,6,510,605.0,1701561600.0,50000,neft,ADV968367,Dealer commission advance,60,Fully Recovered,50000,Profile performance leads to: Fully Recovered,102,1699038000.0,1696446000.0,0,0.0,Needs Manual Review
70,7,103,204,FN-2025-00007,1694304000.0,New Vehicle,Under Process,520,613.0,Documents complete,1694052000.0,1694224800.0,0,7,Jyoti Kulkarni,jyoti.kulkarni7@autonidhimock.com,9753876785,8578100665.0,"781, Link Road",Jaipur,Rajasthan,302001,921283200.0,968910096310,MCJZU4923B,business,102,1693965600.0,7,70,LAN621282,1500000,36,50202,1,Central Area,15000,3300,100000,12.53,695,1481005,10000,1503300,1,17,70,50202,50202,0,0,RTGS,1696636800.0,Insurer,Missing,Missing,539832.0,1675382400.0,0,UTRIN1893220,1,Clear on-time,7,70,1481005,DD,1694476800.0,Other,520,613,6007627600,BANK0008655,Punjab National Bank,Corporate Branch,669273.0,1694476800.0,1481005,Missing,Full loan disbursement,1,pending,7,520,613.0,1672617600.0,80000,upi,ADV511366,Dealer commission advance,70,Fully Recovered,80000,Profile performance leads to: Fully Recovered,103,1672700400.0,1672866000.0,0,0.0,High Risk / Likely Rejected
70,7,103,204,FN-2025-00007,1694304000.0,New Vehicle,Under Process,520,613.0,Documents complete,1694052000.0,1694224800.0,0,7,Jyoti Kulkarni,jyoti.kulkarni7@autonidhimock.com,9753876785,8578100665.0,"781, Link Road",Jaipur,Rajasthan,302001,921283200.0,968910096310,MCJZU4923B,business,102,1693965600.0,7,70,LAN621282,1500000,36,50202,1,Central Area,15000,3300,100000,12.53,695,1481005,10000,1503300,1,18,70,50202,50202,0,0,DD,1699228800.0,Other,HDFC Bank,Main Branch,145980.0,1699228800.0,50202,Missing,1,Clear on-time,7,70,1481005,DD,1694476800.0,Other,520,613,6007627600,BANK0008655,Punjab National Bank,Corporate Branch,669273.0,1694476800.0,1481005,Missing,Full loan disbursement,1,pending,7,520,613.0,1672617600.0,80000,upi,ADV511366,Dealer commission advance,70,Fully Recovered,80000,Profile performance leads to: Fully Recovered,103,1672700400.0,1672866000.0,0,0.0,High Risk / Likely Rejected
70,7,103,204,FN-2025-00007,1694304000.0,New Vehicle,Under Process,520,613.0,Documents complete,1694052000.0,1694224800.0,0,7,Jyoti Kulkarni,jyoti.kulkarni7@autonidhimock.com,9753876785,8578100665.0,"781, Link Road",Jaipur,Rajasthan,302001,921283200.0,968910096310,MCJZU4923B,business,102,1693965600.0,7,70,LAN621282,1500000,36,50202,1,Central Area,15000,3300,100000,12.53,695,1481005,10000,1503300,1,19,70,50202,50202,0,0,Cash,1701820800.0,Insurer,Missing,Missing,539832.0,1675382400.0,0,UTRIN2189171,1,Clear on-time,7,70,1481005,DD,1694476800.0,Other,520,613,6007627600,BANK0008655,Punjab National Bank,Corporate Branch,669273.0,1694476800.0,1481005,Missing,Full loan disbursement,1,pending,7,520,613.0,1672617600.0,80000,upi,ADV511366,Dealer commission advance,70,Fully Recovered,80000,Profile performance leads to: Fully Recovered,103,1672700400.0,1672866000.0,0,0.0,High Risk / Likely Rejected
80,8,105,207,FN-2024-00008,1695600000.0,Used Vehicle,Login,505,604.0,Clean profile,1695477600.0,1695823200.0,0,8,Dinesh Yadav,dinesh.yadav8@autonidhimock.com,9922308461,8578100665.0,"970, Ring Road",Indore,Madhya Pradesh,452001,391478400.0,534296457932,ZYTRS7537Z,business,108,1695391200.0,8,80,LAN910463,300000,36,9977,7,Central Area,3000,3663,0,12.09,2797,290540,5000,303663,3,20,80,9977,114,9863,0,UPI,1698019200.0,Insurer,Missing,Missing,539832.0,1675382400.0,0,UTRIN1246723,3,Delayed/Partial,8,80,290540,NEFT,1695859200.0,Dealer,505,604,7155937965,BANK0001939,Bank of Baroda,Corporate Branch,449745.0,1695859200.0,290540,Missing,Full loan disbursement,3,pending,8,505,604.0,1691625600.0,100000,upi,ADV195049,RTO tax clearance advance,80,Not Recovered,0,Profile performance leads to: Not Recovered,105,1689026400.0,1686520800.0,0,0.0,Likely Approved
80,8,105,207,FN-2024-00008,1695600000.0,Used Vehicle,Login,505,604.0,Clean profile,1695477600.0,1695823200.0,0,8,Dinesh Yadav,dinesh.yadav8@autonidhimock.com,9922308461,8578100665.0,"970, Ring Road",Indore,Madhya Pradesh,452001,391478400.0,534296457932,ZYTRS7537Z,business,108,1695391200.0,8,80,LAN910463,300000,36,9977,7,Central Area,3000,3663,0,12.09,2797,290540,5000,303663,3,21,80,9977,0,9977,0,UPI,1700611200.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN5302109,3,Delayed/Partial,8,80,290540,NEFT,1695859200.0,Dealer,505,604,7155937965,BANK0001939,Bank of Baroda,Corporate Branch,449745.0,1695859200.0,290540,Missing,Full loan disbursement,3,pending,8,505,604.0,1691625600.0,100000,upi,ADV195049,RTO tax clearance advance,80,Not Recovered,0,Profile performance leads to: Not Recovered,105,1689026400.0,1686520800.0,0,0.0,Likely Approved
80,8,105,207,FN-2024-00008,1695600000.0,Used Vehicle,Login,505,604.0,Clean profile,1695477600.0,1695823200.0,0,8,Dinesh Yadav,dinesh.yadav8@autonidhimock.com,9922308461,8578100665.0,"970, Ring Road",Indore,Madhya Pradesh,452001,391478400.0,534296457932,ZYTRS7537Z,business,108,1695391200.0,8,80,LAN910463,300000,36,9977,7,Central Area,3000,3663,0,12.09,2797,290540,5000,303663,3,22,80,9977,4268,5709,0,RTGS,1703203200.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN6238826,3,Delayed/Partial,8,80,290540,NEFT,1695859200.0,Dealer,505,604,7155937965,BANK0001939,Bank of Baroda,Corporate Branch,449745.0,1695859200.0,290540,Missing,Full loan disbursement,3,pending,8,505,604.0,1691625600.0,100000,upi,ADV195049,RTO tax clearance advance,80,Not Recovered,0,Profile performance leads to: Not Recovered,105,1689026400.0,1686520800.0,0,0.0,Likely Approved
90,9,101,215,FN-2025-00009,1696550400.0,New Vehicle,Completed,501,617.0,Requires physical verification,1696478400.0,1696996800.0,0,9,Sanjay Joshi,sanjay.joshi9@autonidhimock.com,9341266931,8578100665.0,"603, Ring Road",Rajkot,Gujarat,360001,483494400.0,460811172163,SBBAI9423G,business,104,1696392000.0,9,90,LAN734698,500000,60,12143,14,Approved Area,5000,3094,100000,15.94,3995,487911,5000,503094,3,23,90,12143,12143,0,0,Cash,1699056000.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN5916321,3,Clear on-time,9,90,487911,Cash,1696896000.0,Dealer,501,617,8663887985,BANK0009639,Bank of Baroda,Corporate Branch,301437.0,1696896000.0,487911,Missing,Full loan disbursement,3,pending,9,501,617.0,1672617600.0,20000,neft,ADV608950,Emergency inventory pooling,90,Fully Recovered,20000,Profile performance leads to: Fully Recovered,101,1672700400.0,1672866000.0,0,0.0,Likely Approved
90,9,101,215,FN-2025-00009,1696550400.0,New Vehicle,Completed,501,617.0,Requires physical verification,1696478400.0,1696996800.0,0,9,Sanjay Joshi,sanjay.joshi9@autonidhimock.com,9341266931,8578100665.0,"603, Ring Road",Rajkot,Gujarat,360001,483494400.0,460811172163,SBBAI9423G,business,104,1696392000.0,9,90,LAN734698,500000,60,12143,14,Approved Area,5000,3094,100000,15.94,3995,487911,5000,503094,3,24,90,12143,12143,0,0,DD,1701648000.0,Other,Missing,Missing,539832.0,1675382400.0,0,Missing,3,Clear on-time,9,90,487911,Cash,1696896000.0,Dealer,501,617,8663887985,BANK0009639,Bank of Baroda,Corporate Branch,301437.0,1696896000.0,487911,Missing,Full loan disbursement,3,pending,9,501,617.0,1672617600.0,20000,neft,ADV608950,Emergency inventory pooling,90,Fully Recovered,20000,Profile performance leads to: Fully Recovered,101,1672700400.0,1672866000.0,0,0.0,Likely Approved
90,9,101,215,FN-2025-00009,1696550400.0,New Vehicle,Completed,501,617.0,Requires physical verification,1696478400.0,1696996800.0,0,9,Sanjay Joshi,sanjay.joshi9@autonidhimock.com,9341266931,8578100665.0,"603, Ring Road",Rajkot,Gujarat,360001,483494400.0,460811172163,SBBAI9423G,business,104,1696392000.0,9,90,LAN734698,500000,60,12143,14,Approved Area,5000,3094,100000,15.94,3995,487911,5000,503094,3,25,90,12143,12143,0,0,NEFT,1704240000.0,Customer,Missing,Missing,539832.0,1675382400.0,0,UTRIN9756078,3,Clear on-time,9,90,487911,Cash,1696896000.0,Dealer,501,617,8663887985,BANK0009639,Bank of Baroda,Corporate Branch,301437.0,1696896000.0,487911,Missing,Full loan disbursement,3,pending,9,501,617.0,1672617600.0,20000,neft,ADV608950,Emergency inventory pooling,90,Fully Recovered,20000,Profile performance leads to: Fully Recovered,101,1672700400.0,1672866000.0,0,0.0,Likely Approved
90,9,101,215,FN-2025-00009,1696550400.0,New Vehicle,Completed,501,617.0,Requires physical verification,1696478400.0,1696996800.0,0,9,Sanjay Joshi,sanjay.joshi9@autonidhimock.com,9341266931,8578100665.0,"603, Ring Road",Rajkot,Gujarat,360001,483494400.0,460811172163,SBBAI9423G,business,104,1696392000.0,9,90,LAN734698,500000,60,12143,14,Approved Area,5000,3094,100000,15.94,3995,487911,5000,503094,3,26,90,12143,12143,0,0,DD,1706832000.0,Other,Missing,Missing,539832.0,1675382400.0,0,UTRIN4579226,3,Clear on-time,9,90,487911,Cash,1696896000.0,Dealer,501,617,8663887985,BANK0009639,Bank of Baroda,Corporate Branch,301437.0,1696896000.0,487911,Missing,Full loan disbursement,3,pending,9,501,617.0,1672617600.0,20000,neft,ADV608950,Emergency inventory pooling,90,Fully Recovered,20000,Profile performance leads to: Fully Recovered,101,1672700400.0,1672866000.0,0,0.0,Likely Approved
100,10,105,202,FN-2026-00010,1683590400.0,Used Vehicle,Draft,514,611.0,Requires physical verification,1683612000.0,1684389600.0,0,10,Aarti Pandey,aarti.pandey10@autonidhimock.com,9718702544,8578100665.0,"827, Palace Road",Indore,Madhya Pradesh,452001,427248000.0,254525888062,JKWBQ2612B,individual,102,1683525600.0,10,100,LAN718199,1500000,48,40085,2,Pending Area,15000,4994,0,12.79,2805,1477201,10000,1504994,3,27,100,40085,40085,0,0,DD,1686182400.0,Bank,Bank of Baroda,Main Branch,369579.0,1686182400.0,40085,Missing,3,Clear on-time,10,100,1477201,UPI,1684022400.0,Dealer,514,0,8704031915,BANK0003211,Axis Bank,Corporate Branch,926840.0,1684022400.0,1477201,Missing,Full loan disbursement,3,pending,10,514,611.0,1672617600.0,100000,cash,ADV245578,Dealer commission advance,100,Partially Recovered,31057,Profile performance leads to: Partially Recovered,105,1672700400.0,1672866000.0,0,0.0,High Risk / Likely Rejected
